start_s,end_s,source_clip_id,emotion,label
190.604000,193.840563,1020_TIE_HAP_XX.wav,HAP,exclude
193.840563,196.843562,1020_TIE_NEU_XX.wav,NEU,calm
196.843562,200.614000,1020_TIE_SAD_XX.wav,SAD,distress
200.614000,203.516875,1020_TSI_ANG_XX.wav,ANG,distress
203.516875,207.087125,1020_TSI_DIS_XX.wav,DIS,exclude
207.087125,209.456187,1020_TSI_FEA_XX.wav,FEA,distress
209.456187,211.958687,1020_TSI_HAP_XX.wav,HAP,exclude
211.958687,214.361063,1020_TSI_NEU_XX.wav,NEU,calm
214.361063,217.263937,1020_TSI_SAD_XX.wav,SAD,distress
217.263937,220.266938,1020_WSI_ANG_XX.wav,ANG,distress
220.266938,223.903875,1020_WSI_DIS_XX.wav,DIS,exclude
223.903875,226.606562,1020_WSI_FEA_XX.wav,FEA,distress
226.606562,228.975625,1020_WSI_HAP_XX.wav,HAP,exclude
228.975625,231.277938,1020_WSI_NEU_XX.wav,NEU,calm
231.277938,234.014000,1020_WSI_SAD_XX.wav,SAD,distress
