start_s,end_s,source_clip_id,emotion,label
133.232937,136.135812,1087_MTI_DIS_XX.wav,DIS,exclude
136.135812,138.705062,1087_MTI_FEA_XX.wav,FEA,distress
138.705062,141.307687,1087_MTI_HAP_XX.wav,HAP,exclude
141.307687,144.477500,1087_MTI_NEU_XX.wav,NEU,calm
144.477500,147.146813,1087_MTI_SAD_XX.wav,SAD,distress
147.146813,150.149812,1087_TAI_ANG_XX.wav,ANG,distress
150.149812,152.485500,1087_TAI_DIS_XX.wav,DIS,exclude
152.485500,154.487500,1087_TAI_FEA_XX.wav,FEA,distress
154.487500,156.456125,1087_TAI_HAP_XX.wav,HAP,exclude
156.456125,159.258938,1087_TAI_NEU_XX.wav,NEU,calm
159.258938,161.728062,1087_TAI_SAD_XX.wav,SAD,distress
161.728062,164.430750,1087_TIE_ANG_XX.wav,ANG,distress
164.430750,167.367000,1087_TIE_DIS_XX.wav,DIS,exclude
167.367000,170.670312,1087_TIE_FEA_XX.wav,FEA,distress
170.670312,173.573187,1087_TIE_HAP_XX.wav,HAP,exclude
173.573187,175.975562,1087_TIE_NEU_XX.wav,NEU,calm
175.975562,178.344562,1087_TIE_SAD_XX.wav,SAD,distress
178.344562,181.747938,1087_TSI_ANG_XX.wav,ANG,distress
181.747938,184.217062,1087_TSI_DIS_XX.wav,DIS,exclude
184.217062,186.552750,1087_TSI_FEA_XX.wav,FEA,distress
186.552750,189.288813,1087_TSI_HAP_XX.wav,HAP,exclude
189.288813,191.591125,1087_TSI_NEU_XX.wav,NEU,calm
191.591125,194.227062,1087_TSI_SAD_XX.wav,SAD,distress
194.227062,197.663813,1087_WSI_ANG_XX.wav,ANG,distress
197.663813,201.067187,1087_WSI_DIS_XX.wav,DIS,exclude
201.067187,203.236000,1087_WSI_FEA_XX.wav,FEA,distress
203.236000,205.171250,1087_WSI_HAP_XX.wav,HAP,exclude
205.171250,207.573625,1087_WSI_NEU_XX.wav,NEU,calm
207.573625,210.743437,1087_WSI_SAD_XX.wav,SAD,distress
