event_id,start_s,end_s,label,source_clip_id,source_dataset,speaker_id,emotion,notes
crema-044,115.777187,118.379812,exclude,1050_IWL_HAP_XX.wav,CREMA-D,1050,HAP,timeline offset 8 s
crema-045,118.379812,120.848938,calm,1050_IWL_NEU_XX.wav,CREMA-D,1050,NEU,timeline offset 8 s
crema-046,120.848938,123.851938,distress,1050_IWL_SAD_XX.wav,CREMA-D,1050,SAD,timeline offset 8 s
crema-047,123.851938,126.221000,distress,1050_IWW_ANG_XX.wav,CREMA-D,1050,ANG,timeline offset 8 s
crema-048,126.221000,129.123875,exclude,1050_IWW_DIS_XX.wav,CREMA-D,1050,DIS,timeline offset 8 s
crema-049,129.123875,132.126875,distress,1050_IWW_FEA_XX.wav,CREMA-D,1050,FEA,timeline offset 8 s
crema-050,132.126875,134.729500,exclude,1050_IWW_HAP_XX.wav,CREMA-D,1050,HAP,timeline offset 8 s
crema-051,134.729500,136.664750,calm,1050_IWW_NEU_XX.wav,CREMA-D,1050,NEU,timeline offset 8 s
crema-052,136.664750,138.833562,distress,1050_IWW_SAD_XX.wav,CREMA-D,1050,SAD,timeline offset 8 s
crema-053,138.833562,141.736437,distress,1050_MTI_ANG_XX.wav,CREMA-D,1050,ANG,timeline offset 8 s
crema-054,141.736437,145.573625,exclude,1050_MTI_DIS_XX.wav,CREMA-D,1050,DIS,timeline offset 8 s
crema-055,145.573625,148.109500,distress,1050_MTI_FEA_XX.wav,CREMA-D,1050,FEA,timeline offset 8 s
crema-056,148.109500,150.578625,exclude,1050_MTI_HAP_XX.wav,CREMA-D,1050,HAP,timeline offset 8 s
crema-057,150.578625,153.147875,calm,1050_MTI_NEU_XX.wav,CREMA-D,1050,NEU,timeline offset 8 s
crema-058,153.147875,156.184250,distress,1050_MTI_SAD_XX.wav,CREMA-D,1050,SAD,timeline offset 8 s
crema-059,156.184250,158.753500,distress,1050_TAI_ANG_XX.wav,CREMA-D,1050,ANG,timeline offset 8 s
crema-060,158.753500,162.323750,exclude,1050_TAI_DIS_XX.wav,CREMA-D,1050,DIS,timeline offset 8 s
crema-061,162.323750,165.126563,distress,1050_TAI_FEA_XX.wav,CREMA-D,1050,FEA,timeline offset 8 s
crema-062,165.126563,167.128562,exclude,1050_TAI_HAP_XX.wav,CREMA-D,1050,HAP,timeline offset 8 s
crema-063,167.128562,169.030438,calm,1050_TAI_NEU_XX.wav,CREMA-D,1050,NEU,timeline offset 8 s
crema-064,169.030438,171.566313,distress,1050_TAI_SAD_XX.wav,CREMA-D,1050,SAD,timeline offset 8 s
crema-065,171.566313,174.102188,distress,1050_TIE_ANG_XX.wav,CREMA-D,1050,ANG,timeline offset 8 s
crema-066,174.102188,177.538938,exclude,1050_TIE_DIS_XX.wav,CREMA-D,1050,DIS,timeline offset 8 s
crema-067,177.538938,180.008062,distress,1050_TIE_FEA_XX.wav,CREMA-D,1050,FEA,timeline offset 8 s
crema-068,180.008062,182.810875,exclude,1050_TIE_HAP_XX.wav,CREMA-D,1050,HAP,timeline offset 8 s
crema-069,182.810875,185.647063,calm,1050_TIE_NEU_XX.wav,CREMA-D,1050,NEU,timeline offset 8 s
crema-070,185.647063,188.516562,distress,1050_TIE_SAD_XX.wav,CREMA-D,1050,SAD,timeline offset 8 s
crema-071,188.516562,190.652000,distress,1050_TSI_ANG_XX.wav,CREMA-D,1050,ANG,timeline offset 8 s
crema-072,190.652000,194.622625,exclude,1050_TSI_DIS_XX.wav,CREMA-D,1050,DIS,timeline offset 8 s
crema-073,194.622625,197.725750,distress,1050_TSI_FEA_XX.wav,CREMA-D,1050,FEA,timeline offset 8 s
crema-074,197.725750,200.395062,exclude,1050_TSI_HAP_XX.wav,CREMA-D,1050,HAP,timeline offset 8 s
crema-075,200.395062,202.196875,calm,1050_TSI_NEU_XX.wav,CREMA-D,1050,NEU,timeline offset 8 s
crema-076,202.196875,205.366688,distress,1050_TSI_SAD_XX.wav,CREMA-D,1050,SAD,timeline offset 8 s
crema-077,205.366688,207.969313,distress,1050_WSI_ANG_XX.wav,CREMA-D,1050,ANG,timeline offset 8 s
crema-078,207.969313,212.273625,exclude,1050_WSI_DIS_XX.wav,CREMA-D,1050,DIS,timeline offset 8 s
crema-079,212.273625,215.410063,distress,1050_WSI_FEA_XX.wav,CREMA-D,1050,FEA,timeline offset 8 s
crema-080,215.410063,218.246250,exclude,1050_WSI_HAP_XX.wav,CREMA-D,1050,HAP,timeline offset 8 s
crema-081,218.246250,220.381687,calm,1050_WSI_NEU_XX.wav,CREMA-D,1050,NEU,timeline offset 8 s
crema-082,220.381687,223.618250,distress,1050_WSI_SAD_XX.wav,CREMA-D,1050,SAD,timeline offset 8 s
