event_id,start_s,end_s,label,source_clip_id,source_dataset,speaker_id,emotion,notes
crema-063,175.146437,178.082687,calm,1016_TAI_NEU_XX.wav,CREMA-D,1016,NEU,timeline offset 8 s
crema-064,178.082687,180.885500,distress,1016_TAI_SAD_XX.wav,CREMA-D,1016,SAD,timeline offset 8 s
crema-065,180.885500,183.688312,distress,1016_TIE_ANG_XX.wav,CREMA-D,1016,ANG,timeline offset 8 s
crema-066,183.688312,187.158437,exclude,1016_TIE_DIS_XX.wav,CREMA-D,1016,DIS,timeline offset 8 s
crema-067,187.158437,189.861125,distress,1016_TIE_FEA_XX.wav,CREMA-D,1016,FEA,timeline offset 8 s
crema-068,189.861125,192.764000,exclude,1016_TIE_HAP_XX.wav,CREMA-D,1016,HAP,timeline offset 8 s
crema-069,192.764000,195.399937,calm,1016_TIE_NEU_XX.wav,CREMA-D,1016,NEU,timeline offset 8 s
crema-070,195.399937,198.369563,distress,1016_TIE_SAD_XX.wav,CREMA-D,1016,SAD,timeline offset 8 s
crema-071,198.369563,200.171375,distress,1016_TSI_ANG_XX.wav,CREMA-D,1016,ANG,timeline offset 8 s
crema-072,200.171375,202.974187,exclude,1016_TSI_DIS_XX.wav,CREMA-D,1016,DIS,timeline offset 8 s
crema-073,202.974187,205.943813,distress,1016_TSI_FEA_XX.wav,CREMA-D,1016,FEA,timeline offset 8 s
crema-074,205.943813,208.112625,exclude,1016_TSI_HAP_XX.wav,CREMA-D,1016,HAP,timeline offset 8 s
crema-075,208.112625,210.148000,calm,1016_TSI_NEU_XX.wav,CREMA-D,1016,NEU,timeline offset 8 s
crema-076,210.148000,212.283437,distress,1016_TSI_SAD_XX.wav,CREMA-D,1016,SAD,timeline offset 8 s
crema-077,212.283437,214.919375,distress,1016_WSI_ANG_XX.wav,CREMA-D,1016,ANG,timeline offset 8 s
crema-078,214.919375,218.055813,exclude,1016_WSI_DIS_XX.wav,CREMA-D,1016,DIS,timeline offset 8 s
crema-079,218.055813,220.424813,distress,1016_WSI_FEA_XX.wav,CREMA-D,1016,FEA,timeline offset 8 s
crema-080,220.424813,222.700375,exclude,1016_WSI_HAP_XX.wav,CREMA-D,1016,HAP,timeline offset 8 s
crema-081,222.700375,225.269625,calm,1016_WSI_NEU_XX.wav,CREMA-D,1016,NEU,timeline offset 8 s
crema-082,225.269625,227.571937,distress,1016_WSI_SAD_XX.wav,CREMA-D,1016,SAD,timeline offset 8 s
